Inventory_Level,Units_Ordered,Price,Discount,Holiday_Promotion,Competitor_Pricing,Month,DayOfWeek,Weather_Condition_Cloudy,Weather_Condition_Rainy,Weather_Condition_Snowy,Weather_Condition_Sunny,Seasonality_Autumn,Seasonality_Spring,Seasonality_Summer,Seasonality_Winter,Region_North,Region_South,Region_West,Category_Clothing,Category_Electronics,Category_Furniture,Category_Groceries,Category_Toys,Actual_Sales,Predicted_Demand,Lead_Time,Safety_Stock,Reorder_Point,Needs_Restock,Days_Remaining,Stockout_Days,Estimated_Lost_Revenue,Category_Name,Annual_Holding_Cost,Days_of_Supply,Is_Overstocked,Suggested_Price
445,135,71.15,0,1,70.49,10,5,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,327,215.03905,7,146.0,1652.0,True,2.0693916091473383,4.930608390852662,75438.44747848512,Toys,7915.437500000001,2.0693916091473383,False,71.15
127,76,96.03,5,0,99.13,4,0,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,41,57.539524,5,146.0,434.0,True,2.2071784922486555,2.7928215077513445,15431.792486228944,Clothing,3048.9525,2.2071784922486555,False,96.03
87,166,27.99,15,1,27.14,7,2,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,71,45.73375,2,146.0,238.0,True,1.9023150553164996,0.09768494468350042,125.04529083251963,Groceries,608.7824999999999,1.9023150553164996,False,27.99
114,104,81.5,10,1,77.87,1,4,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,78,63.967876,3,146.0,338.0,True,1.7821445130672777,1.2178554869327223,6349.145788192749,Electronics,2322.75,1.7821445130672777,False,81.5
481,77,65.92,20,0,62.55,5,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,470,228.60564,7,146.0,1747.0,True,2.104060106132073,4.8959398938679275,73780.26495117189,Toys,7926.88,2.104060106132073,False,65.92
463,110,72.51,20,0,74.7,11,2,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,137,227.90976,5,146.0,1286.0,True,2.031505807263837,2.968494192736163,49056.55331451417,Clothing,8393.032500000001,2.031505807263837,False,72.51
342,162,39.36,0,0,41.0,6,2,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,93,171.6311,7,146.0,1348.0,True,1.9926458141595815,5.007354185840418,33826.68164062499,Toys,3365.2799999999997,1.9926458141595815,False,39.36
482,188,82.95,10,1,81.61,6,2,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,179,217.91547,14,146.0,3197.0,True,2.2118668682168328,11.788133131783168,213083.33102416992,Furniture,9995.475,2.2118668682168328,False,82.95
462,162,15.04,20,1,13.89,7,4,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,273,242.38683,7,146.0,1843.0,True,1.9060441875490202,5.09395581245098,18570.004995117186,Toys,1737.12,1.9060441875490202,False,15.04
162,100,79.39,20,0,74.8,6,6,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,49,84.557434,14,146.0,1330.0,True,1.9158575678022562,12.084142432197744,81121.02568481445,Furniture,3215.295,1.9158575678022562,False,79.39
66,28,85.28,15,1,85.11,11,0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,52,29.440094,7,146.0,353.0,True,2.2418406684820975,4.758159331517902,11946.078510742185,Toys,1407.1200000000001,2.2418406684820975,False,85.28
452,96,63.32,20,1,66.38,11,6,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,258,206.9984,7,146.0,1595.0,True,2.1835917801520246,4.816408219847975,63129.32985290528,Toys,7155.16,2.1835917801520246,False,63.32
182,179,63.89,5,0,63.1,9,3,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,82,86.45483,5,146.0,579.0,True,2.105145631230747,2.894854368769253,15990.014279098512,Clothing,2906.995,2.105145631230747,False,63.89
176,21,30.67,15,1,25.88,1,5,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,59,91.03014,7,146.0,784.0,True,1.9334254871326773,5.066574512867323,14145.341559066774,Toys,1349.48,1.9334254871326773,False,30.67
246,114,57.73,10,0,56.35,2,2,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,211,123.32924,2,146.0,393.0,True,1.994660813695754,0.005339186304246013,38.013922424316334,Groceries,3550.395,1.994660813695754,False,57.73
72,89,61.05,15,0,57.86,8,2,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,11,35.422054,7,146.0,394.0,True,2.032631970155333,4.967368029844668,10742.014901161194,Toys,1098.8999999999999,2.032631970155333,False,61.05
79,117,95.71,15,1,90.96,12,1,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,8,41.099678,2,146.0,229.0,True,1.922156176600148,0.07784382339985196,306.2103703308108,Groceries,1890.2724999999998,1.922156176600148,False,95.71
486,34,49.17,0,0,49.08,4,6,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,120,232.85577,7,146.0,1776.0,True,2.087128834326883,4.912871165673117,56250.00882751465,Toys,5974.155000000001,2.087128834326883,False,49.17
286,193,33.33,0,0,35.1,9,3,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,209,138.37666,5,146.0,838.0,True,2.0668224928222525,2.9331775071777475,13528.090923614502,Clothing,2383.095,2.0668224928222525,False,33.33
234,94,54.68,15,0,57.87,9,5,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,69,123.841125,5,146.0,766.0,True,1.889517711320726,3.110482288679274,21063.043708496094,Clothing,3198.78,1.889517711320726,False,54.68
444,118,84.51,0,1,80.89,10,1,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,326,210.48482,5,146.0,1199.0,True,2.1094158014019233,2.8905841985980767,51417.91963668824,Clothing,9380.61,2.1094158014019233,False,84.51
455,102,54.34,10,0,51.48,12,4,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,321,213.8427,5,146.0,1216.0,True,2.1277322353194696,2.8722677646805304,33376.36081390381,Clothing,6181.175,2.1277322353194696,False,54.34
279,71,65.55,15,1,62.52,7,1,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,59,133.5187,7,146.0,1081.0,True,2.0895948267724402,4.910405173227559,42976.60883331298,Toys,4572.1125,2.0895948267724402,False,65.55
457,29,93.12,10,0,97.74,6,4,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,428,200.56635,7,146.0,1550.0,True,2.2785477768489435,4.721452223151056,88181.32646484375,Toys,10638.960000000001,2.2785477768489435,False,93.12
247,117,81.21,0,1,82.26,1,2,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,125,124.072334,7,146.0,1015.0,True,1.9907741835788288,5.009225816421171,50472.52987358093,Toys,5014.7175,1.9907741835788288,False,81.21
182,58,46.24,10,1,44.43,3,5,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,130,90.9727,14,146.0,1420.0,True,2.0006001354917413,11.99939986450826,50476.408383789065,Furniture,2103.92,2.0006001354917413,False,46.24
337,153,62.31,10,1,65.28,5,3,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,268,160.86018,5,146.0,951.0,True,2.094987039150426,2.905012960849574,29117.52023666382,Clothing,5249.6175,2.094987039150426,False,62.31
155,188,81.95,0,1,86.8,8,5,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,80,73.898506,3,146.0,368.0,True,2.097471356929184,0.9025286430708159,5465.69774055481,Electronics,3175.5625,2.097471356929184,False,81.95
235,42,45.29,5,0,41.01,11,6,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,164,117.032104,5,146.0,732.0,True,2.0079960197219857,2.9920039802780143,15858.770062255859,Clothing,2660.7875,2.0079960197219857,False,45.29
466,76,69.55,10,1,73.96,12,6,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,342,218.96365,7,146.0,1679.0,True,2.128207090145353,4.871792909854647,74192.154737854,Toys,8102.575,2.128207090145353,False,69.55
159,83,96.05,5,0,97.0,6,5,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,33,76.6867,2,146.0,300.0,True,2.0733712919262928,0.0,0.0,Groceries,3817.9874999999997,2.0733712919262928,False,96.05
363,193,15.23,20,0,11.04,9,3,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,130,173.684,14,146.0,2578.0,True,2.0900024642973394,11.909997535702662,31504.413703308106,Furniture,1382.1225,2.0900024642973394,False,15.23
102,54,74.44,10,1,73.0,1,6,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,99,54.56711,7,146.0,528.0,True,1.869257936696578,5.130742063303422,20840.948717041014,Toys,1898.22,1.869257936696578,False,74.44
157,116,16.31,10,1,20.36,4,5,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,78,80.644615,7,146.0,711.0,True,1.9468131835279976,5.053186816472002,6646.52571434021,Toys,640.1674999999999,1.9468131835279976,False,16.31
221,180,74.95,15,0,70.42,7,4,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,94,103.537025,7,146.0,871.0,True,2.134502116860422,4.865497883139578,37756.750403213504,Toys,4140.9875,2.134502116860422,False,74.95
225,179,16.9,15,0,16.11,5,0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,151,108.80854,7,146.0,908.0,True,2.0678523881320903,4.93214761186791,9069.550322723388,Toys,950.6249999999999,2.0678523881320903,False,16.9
262,85,52.47,15,0,54.77,6,0,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,242,130.53737,5,146.0,799.0,True,2.007088104041463,2.992911895958537,20499.33869796753,Clothing,3436.785,2.007088104041463,False,52.47
283,107,80.17,10,1,83.21,3,1,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,14,138.95454,7,146.0,1119.0,True,2.0366372463700477,4.963362753629952,55291.79058517456,Toys,5672.0275,2.0366372463700477,False,80.17
242,115,18.85,0,0,20.84,10,6,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,95,124.499374,5,146.0,769.0,True,1.9437848678870246,3.0562151321129756,7172.366036224365,Clothing,1140.4250000000002,1.9437848678870246,False,18.85
433,107,98.51,10,1,102.54,11,1,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,75,159.169,5,146.0,942.0,True,2.7203788597777843,2.2796211402222157,35743.864076538084,Clothing,10663.7075,2.7203788597777843,False,98.51
306,67,24.26,20,1,27.12,8,5,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,113,147.97047,7,146.0,1182.0,True,2.0679801262050534,4.932019873794946,17704.78593597412,Toys,1855.89,2.0679801262050534,False,24.26
51,162,95.6,15,1,93.06,10,5,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,1,27.523293,5,146.0,284.0,True,1.8529759810928965,3.1470240189071035,8280.533834838867,Clothing,1218.8999999999999,1.8529759810928965,False,95.6
137,121,92.72,5,1,88.56,8,5,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,20,63.642265,3,146.0,337.0,True,2.152657503807069,0.847342496192931,5000.092521362305,Electronics,3175.66,2.152657503807069,False,92.72
326,50,80.39,5,1,77.57,5,5,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,306,175.79103,5,146.0,1025.0,True,1.8544745904329456,3.145525409567054,44452.06486373901,Clothing,6551.785,1.8544745904329456,False,80.39
104,116,11.87,0,0,8.5,1,6,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,92,51.54702,7,146.0,507.0,True,2.0175754114153883,4.982424588584612,3048.5618883514408,Toys,308.62,2.0175754114153883,False,11.87
359,44,58.26,5,0,61.64,5,6,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,81,183.62846,5,146.0,1065.0,True,1.9550345990930074,3.0449654009069924,32575.63148895263,Clothing,5228.835,1.9550345990930074,False,58.26
244,147,63.69,20,1,66.4,11,6,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,74,127.807495,7,146.0,1041.0,True,1.9091212121501548,5.090878787849845,41440.055548095705,Toys,3885.0899999999997,1.9091212121501548,False,63.69
85,31,52.57,5,1,57.54,4,1,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,76,39.309036,14,146.0,697.0,True,2.162352682697522,11.837647317302478,24462.214502868654,Furniture,1117.1125,2.162352682697522,False,52.57
397,122,75.55,15,1,75.18,10,5,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,224,214.57303,7,146.0,1649.0,True,1.8501859374219987,5.149814062578002,83483.59615631103,Toys,7498.3375,1.8501859374219987,False,75.55
390,148,53.52,0,1,50.1,3,3,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,185,200.09285,3,146.0,747.0,True,1.9490951352006762,1.0509048647993238,11254.10795288086,Electronics,5218.200000000001,1.9490951352006762,False,53.52
220,81,23.59,5,1,19.79,3,2,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,138,104.85689,7,146.0,880.0,True,2.09809774616951,4.901902253830491,12125.217885284424,Toys,1297.45,2.09809774616951,False,23.59
196,126,34.96,15,1,33.35,10,1,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,91,96.74389,3,146.0,437.0,True,2.0259677620961143,0.9740322379038857,3294.339063110352,Electronics,1713.04,2.0259677620961143,False,34.96
468,54,39.09,15,1,36.15,1,1,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,269,225.31612,7,146.0,1724.0,True,2.0770817801080663,4.922918219891933,43359.128912200926,Toys,4573.530000000001,2.0770817801080663,False,39.09
241,187,14.8,15,1,13.94,1,6,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,42,121.52662,5,146.0,754.0,True,1.9831046240514862,3.016895375948514,5426.169802856446,Clothing,891.7,1.9831046240514862,False,14.8
433,126,77.84,5,1,77.45,7,0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,63,214.0032,7,146.0,1645.0,True,2.0233341894288976,4.976665810571102,82901.34598388673,Toys,8426.18,2.0233341894288976,False,77.84
177,91,23.52,10,1,23.92,6,6,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,59,87.02577,7,146.0,756.0,True,2.0338802602904518,4.966119739709548,10164.88311767578,Toys,1040.76,2.0338802602904518,False,23.52
312,137,42.18,5,1,43.39,4,4,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,152,158.00934,3,146.0,621.0,True,1.9745668401688024,1.0254331598311976,6834.341678466798,Electronics,3290.04,1.9745668401688024,False,42.18
74,189,40.61,10,1,35.76,1,0,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,13,33.88843,3,146.0,248.0,True,2.1836360261419605,0.8163639738580395,1123.4876156234739,Electronics,751.285,2.1836360261419605,False,40.61
442,164,43.87,5,0,41.11,10,6,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,83,203.56723,7,146.0,1571.0,True,2.171272849329982,4.828727150670018,43122.92072967529,Toys,4847.634999999999,2.171272849329982,False,43.87
97,158,50.35,15,1,54.16,5,3,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,67,48.168,7,146.0,484.0,True,2.0137851161547142,4.986214883845285,12092.86134185791,Toys,1220.9875,2.0137851161547142,False,50.35
187,51,95.07,10,0,92.8,8,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,156,90.03046,2,146.0,327.0,True,2.077074883106371,0.0,0.0,Groceries,4444.5225,2.077074883106371,False,95.07
422,31,67.76,20,0,69.86,5,6,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,41,209.15994,5,146.0,1192.0,True,2.0175947396995486,2.9824052603004514,42268.66856201172,Clothing,7148.68,2.0175947396995486,False,67.76
378,164,77.51,15,1,81.34,7,5,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,160,191.91183,3,146.0,722.0,True,1.969654453868425,1.030345546131575,15326.478926696778,Electronics,7324.695000000001,1.969654453868425,False,77.51
464,118,48.18,15,1,48.6,8,5,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,223,236.78946,7,146.0,1804.0,True,1.9595466855313561,5.040453314468644,57504.09301940919,Toys,5588.88,1.9595466855313561,False,48.18
302,199,83.22,15,1,82.0,3,4,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,250,154.4592,5,146.0,919.0,True,1.9552089089820262,3.0447910910179736,39138.032286987305,Clothing,6283.11,1.9552089089820262,False,83.22
61,63,82.24,15,0,77.93,9,0,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,33,31.754196,5,146.0,305.0,True,1.9210059571090075,3.0789940428909928,8040.685463867187,Clothing,1254.1599999999999,1.9210059571090075,False,82.24
61,45,59.99,15,0,63.57,5,5,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,33,32.746017,7,146.0,376.0,True,1.8628219471837237,5.137178052816276,10091.645110321046,Toys,914.8475000000001,1.8628219471837237,False,59.99
258,85,89.78,10,0,88.46,3,3,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,41,124.857666,14,146.0,1895.0,True,2.066352897928696,11.933647102071305,133772.8575683594,Furniture,5790.81,2.066352897928696,False,89.78
250,46,24.49,10,1,26.32,5,6,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,100,116.331566,7,146.0,961.0,True,2.149029785324595,4.850970214675405,13820.220334854124,Toys,1530.625,2.149029785324595,False,24.49
498,76,74.41,0,1,78.11,10,4,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,410,242.78035,5,146.0,1360.0,True,2.0512368507207,2.9487631492793,53270.24911758423,Clothing,9264.045,2.0512368507207,False,74.41
268,165,76.4,20,1,77.84,3,4,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,75,129.81717,2,146.0,406.0,True,2.0644418737007353,0.0,0.0,Groceries,5118.8,2.0644418737007353,False,76.4
227,128,35.35,0,0,32.11,6,3,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,67,112.38518,2,146.0,371.0,True,2.0198393135354755,0.0,0.0,Groceries,2006.1125000000002,2.0198393135354755,False,35.35
311,46,79.51,0,1,83.1,6,3,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,190,158.85686,14,146.0,2370.0,True,1.9577373321257463,12.042262667874255,152102.3121347046,Furniture,6181.9025,1.9577373321257463,False,79.51
185,95,79.55,15,1,80.09,5,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,76,90.01457,7,146.0,777.0,True,2.055222788872041,4.944777211127959,35407.86449813843,Toys,3679.1875,2.055222788872041,False,79.55
220,30,25.45,20,1,21.68,4,0,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,87,104.239006,3,146.0,459.0,True,2.1105343225389497,0.8894656774610503,2359.648111343384,Electronics,1399.75,2.1105343225389497,False,25.45
101,180,60.98,20,1,62.44,8,4,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,54,50.243504,7,146.0,498.0,True,2.010210133100418,4.9897898668995815,15287.961934127805,Toys,1539.745,2.010210133100418,False,60.98
85,182,81.21,15,1,77.45,4,2,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,56,44.07621,5,146.0,367.0,True,1.9284779693541305,3.0715220306458697,10994.295079421996,Clothing,1725.7124999999999,1.9284779693541305,False,81.21
485,94,76.94,10,1,77.53,7,5,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,197,220.91844,7,146.0,1693.0,True,2.195380322750668,4.804619677249332,81666.354369812,Toys,9328.975,2.195380322750668,False,76.94
282,92,84.55,0,1,79.84,2,3,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,136,139.22505,5,146.0,843.0,True,2.0254975393602086,2.9745024606397914,35014.29068222046,Clothing,5960.775,2.0254975393602086,False,84.55
464,182,80.33,20,1,75.98,1,1,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,188,217.58879,5,146.0,1234.0,True,2.1324627895330814,2.8675372104669186,50121.417862396236,Clothing,9318.28,2.1324627895330814,False,80.33
151,147,32.84,10,1,36.35,1,0,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,30,78.24932,5,146.0,538.0,True,1.9297292053319448,3.070270794668055,7889.6985055542,Clothing,1239.71,1.9297292053319448,False,32.84
500,169,19.01,0,1,16.09,4,3,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,47,231.48662,7,146.0,1767.0,True,2.159952070790109,4.8400479292098915,21298.9242628479,Toys,2376.25,2.159952070790109,False,19.01
320,29,92.8,10,1,95.99,7,6,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,88,151.71715,5,146.0,905.0,True,2.1091880817887274,2.8908119182112726,40700.756591796875,Clothing,7424.0,2.1091880817887274,False,92.8
295,187,17.57,5,1,13.05,6,4,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,175,143.24907,2,146.0,433.0,True,2.0593502046395327,0.0,0.0,Groceries,1295.7875,2.0593502046395327,False,17.57
182,39,53.42,5,0,57.65,5,3,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,99,87.03636,7,146.0,756.0,True,2.0910800550138804,4.90891994498612,22823.93709197998,Toys,2430.61,2.0910800550138804,False,53.42
261,72,45.93,10,0,50.81,12,0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,79,123.44031,7,146.0,1011.0,True,2.1143822875864178,4.885617712413582,27699.563302001952,Toys,2996.9325,2.1143822875864178,False,45.93
147,148,60.58,10,1,57.6,12,1,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,69,74.52928,5,146.0,519.0,True,1.9723791349147513,3.0276208650852485,13669.65940155029,Clothing,2226.315,1.9723791349147513,False,60.58
430,146,42.29,20,1,40.54,9,2,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,132,211.46977,7,146.0,1627.0,True,2.0333875392410774,4.966612460758922,44416.69670547485,Toys,4546.175,2.0333875392410774,False,42.29
299,117,49.08,5,0,45.5,1,2,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,79,149.05202,3,146.0,594.0,True,2.006011093260805,0.9939889067391952,7271.499014282225,Electronics,3668.73,2.006011093260805,False,49.08
319,100,22.92,5,1,18.32,1,5,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,285,154.75598,5,146.0,920.0,True,2.061309663256718,2.938690336743282,10423.555473632814,Clothing,1827.8700000000001,2.061309663256718,False,22.92
164,184,85.6,10,1,86.35,4,5,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,21,79.11278,3,146.0,384.0,True,2.0729900370992924,0.9270099629007076,6277.761315917968,Electronics,3509.6,2.0729900370992924,False,85.6
336,168,39.59,10,0,37.77,5,1,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,33,165.6412,5,146.0,975.0,True,2.0284807776951364,2.9715192223048636,19486.43649688721,Clothing,3325.5600000000004,2.0284807776951364,False,39.59
183,148,86.62,15,0,89.33,1,1,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,117,88.13363,14,146.0,1380.0,True,2.076392432693254,11.923607567306746,91026.42902801515,Furniture,3962.8650000000002,2.076392432693254,False,86.62
248,52,69.31,20,0,66.99,4,6,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,25,121.33142,5,146.0,753.0,True,2.043988260943491,2.956011739056509,24858.523912353518,Clothing,4297.22,2.043988260943491,False,69.31
122,53,48.24,15,0,46.17,5,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,28,60.998226,7,146.0,573.0,True,2.0000581601905503,4.99994183980945,14712.601011657718,Toys,1471.3200000000002,2.0000581601905503,False,48.24
188,36,56.89,10,1,58.54,5,2,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,66,93.23827,5,146.0,613.0,True,2.0163393497072684,2.9836606502927316,15826.306931381227,Clothing,2673.83,2.0163393497072684,False,56.89
439,27,89.94,20,1,90.98,4,4,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,422,192.04459,2,146.0,531.0,True,2.285927495945044,0.0,0.0,Groceries,9870.914999999999,2.285927495945044,False,89.94
